"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 15 18:44:53 GMT 2023","Tue Aug 15 18:44:53 GMT 2023","457","chromium","","","","","Validar a resposta do GET de /movie/{id}",""
"passed","Tue Aug 15 18:44:50 GMT 2023","Tue Aug 15 18:44:51 GMT 2023","397","chromium","","","","","Validar a resposta do GET de /chapter",""
"passed","Tue Aug 15 18:44:50 GMT 2023","Tue Aug 15 18:44:50 GMT 2023","352","chromium","","","","","Validar a resposta do GET de /book",""
"passed","Tue Aug 15 18:44:53 GMT 2023","Tue Aug 15 18:44:53 GMT 2023","343","chromium","","","","","Validar a resposta do GET de /movie",""
"passed","Tue Aug 15 18:44:49 GMT 2023","Tue Aug 15 18:44:50 GMT 2023","352","chromium","","","","","Validar a resposta do GET de /book/{id}",""
"passed","Tue Aug 15 18:44:53 GMT 2023","Tue Aug 15 18:44:54 GMT 2023","336","chromium","","","","","Validar a resposta do GET de /quote/{id}",""
"passed","Tue Aug 15 18:44:52 GMT 2023","Tue Aug 15 18:44:53 GMT 2023","731","chromium","","","","","Validar a resposta do GET de /movie/{id}/quote",""
"passed","Tue Aug 15 18:44:54 GMT 2023","Tue Aug 15 18:44:54 GMT 2023","687","chromium","","","","","Validar a resposta do GET de /quote",""
"passed","Tue Aug 15 18:44:51 GMT 2023","Tue Aug 15 18:44:52 GMT 2023","801","chromium","","","","","Validar a resposta do GET de /character",""
"passed","Tue Aug 15 18:44:51 GMT 2023","Tue Aug 15 18:44:51 GMT 2023","380","chromium","","","","","Validar a resposta do GET de /character/{id}",""
"passed","Tue Aug 15 18:44:50 GMT 2023","Tue Aug 15 18:44:50 GMT 2023","361","chromium","","","","","Validar a resposta do GET de /chapter/{id}",""
"passed","Tue Aug 15 18:44:49 GMT 2023","Tue Aug 15 18:44:49 GMT 2023","465","chromium","","","","","Validar a resposta do GET de /book/{id}/chapter",""
